PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,PEPOCH,DM,S1400,DIST_DM,DIST_DM1,TYPE,ASSOC,SURVEY,P0,P1,DMEPOCH,RM,S400,S150,SPINDX,W50,W10,F2,F3,NGLT,DIST_AMN,DIST_AMX,S300,CLK,EPHEM,PSRB,PMRA,PMDEC,S50,S600,TAU_SC,ELONG,ELAT,PMELONG,PMELAT,PX,UNITS,BINCOMP,BINARY,TASC,FB0,FB1,FB2,A1,EPS1,EPS2,DIST_A,PB,S3000,S4000,S800,S2000,S900,S1600,T0,PBDOT,ECC,OM,OMDOT,M2,S350,S100,S200,S80,A1DOT,S60,S5000,DM1,S40,TASC_2,PB_2,A1_2,EPS1_2,EPS2_2,SINI,M2_2,MASS_Q,S700,KOM,KIN,H3,STIG,H4,GAMMA,DM2,S100G,S150G,OM_ASC,DM3,T0_2,T0_3,PB_3,A1_3,ECC_2,ECC_3,OM_2,OM_3,SINI_2,SINI_3,M2_3,A12DOT,OM2DOT,P1˙,S6000,XDOT,F4,F5,S8000,S9000,DM4,DM5,ECCDOT,DTHETA,S1500,coord
J1518-5415,15:18:13.50,-54:15:45.0,,,,54220.6,167.2,0.08,3.768,3.186,,,"pksmb,htru_pks",0.2149248,4.06E-17,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229.55624999999998,-54.2625"
J1519-5734,15:19:47.59,-57:34:13.6,,1.9276819,-1.5878E-14,53105,654.7,0.45,6.799,8.699,,,"pksmb,htru_pks",0.51875776,4.272923E-15,58650,,,,,54,82,,,,,,,,,,,,,,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229.94829166666665,-57.57044444444445"
J1519-6106,15:19:35.81,-61:06:54.6,,0.46418637,-1.804E-15,53048,221,0.19,5.047,4.357,,,"pksmb,htru_pks",2.1543071,8.3724345E-15,,,,,,21,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229.8992083333333,-61.11516666666667"
J1519-6308,15:19:09.56,-63:08:19.5,,0.7974153,-3.79E-15,52144,250,0.32,12.367,6.485,,,"pksmb,htru_pks",1.2540517,5.9603265E-15,,,,,,17,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"229.78983333333332,-63.13875"
J1522-5525,15:22:06.7,-55:25:17.5,,,,51097,79,0.25,2,1.637,,,"pksmb,htru_pks",1.3896047,3.3E-15,,,,,,5.4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230.52791666666664,-55.421527777777776"
J1522-5735,15:22:05.3,-57:35:00,,9.790869,-2.9946E-12,55250,,0,,,NRAD,GRS:4FGL_J1521.9-573,FermiBlind,0.102135986,3.1238944E-14,,,,,,,,-2.6E-23,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230.5220833333333,-57.583333333333336"
J1522-5829,15:22:42.244,-58:29:02.815,57600,2.5293756,-1.31588E-14,57600,199.9,6,3.882,3.429,,,"pks1,pksmb,htru_pks",0.3953545,2.0567885E-15,,-24.2,,,,15,27,,,,,,,,,B1518-58,,,,12.4,0.00257,,,,,,TDB,,,,,,,,,,,,5,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230.67601666666664,-58.48411527777778"
J1523-3235,15:23:37.70,-32:35:42.1,57934,0.66452485,-4.21E-16,57934,72.3,0.2,7.997,2.646,,,"pks_superb,gbncc",1.5048347,9.53366E-16,57934,,,,,93,97,,,,,,,,DE421,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"230.9070833333333,-32.59502777777778"
J1524-20,15:24:44,-20:59:21,,,,,40.1,,3.175,1.765,RRAT[mss+20],,gbncc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.1833333333333,-20.989166666666666"
J1524-5625,15:24:49.86,-56:25:23.4,,,,51733,152.2,1.28,3.378,2.79,,,"pksmb,htru_pks",0.07821855,3.895005E-14,55000,185.8,,,-0.9,3.6,17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.20774999999998,-56.42316666666667"
J1524-5706,15:24:21.42,-57:06:34.64,55383,0.8959173,-2.860366E-13,55383,832,0.45,7.434,11.35,,,"pksmb,htru_pks",1.1161745,3.5635739E-13,55000,-475.5,,,-1.3,17,40,3.8E-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.08925,-57.10962222222222"
J1524-5819,15:24:24.65,-58:19:14.1,,,,54174.8,406.6,0.09,7.546,6.176,,,pksmb,0.96104264,1.26016E-13,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.1027083333333,-58.32058333333334"
J1525-5417,15:25:28.35,-54:17:20,,,,51463,235,0.18,4.88,4.099,,,"pksmb,htru_pks",1.0116942,1.6174E-14,,,,,,5.9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.36812499999996,-54.288888888888884"
J1525-5523,15:25:36.064,-55:23:27.2,,,,55682,124.7,0.21,3.132,2.334,,,htru_pks,0.35515603,8.96E-18,,,,,,31,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.40026666666662,-55.39088888888889"
J1525-5545,15:25:28.1340,-55:45:49.842,,88.02908,-1.018E-15,55891.5,126.964,0.426,3.14,2.368,,,htru_pks,0.011359882,1.3136976E-19,58813.312,2.9,,,-1.4,0.54,,,,,,,,,,,,,,,,,,,,,,CO[nbb+14],ELL1,55891.527,,,,4.71052,-0.0000044,-0.0000018,,0.99031496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.36722499999996,-55.763845"
J1525-5605,15:25:41.45,-56:05:13,,,,51467,333.5,0.25,5.078,4.891,,,"pksmb,htru_pks",0.28034866,1.16E-16,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.4227083333333,-56.08694444444445"
J1526-2744,15:26:34,-27:43:34,,,,,,,,,NRAD[aab+22],GRS:4FGL_J1526.6+274,FermiAssoc,0.00249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.64166666666665,-27.72611111111111"
J1526-5633,15:26:41.2,-56:33:43,,,,51490,329,0.11,4.796,4.789,,,pksmb,0.3018879,1.23E-16,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.67166666666665,-56.56194444444444"
J1527-3931,15:27:58.828,-39:31:34.2,57600,0.41363242,-3.26122E-15,57600,48.8,,1.691,1.508,,,"mol2,pks70,pkssw,htr",2.4176054,1.9061231E-14,,4,11,,,40,65,,,,,,,,,B1524-39,,,,,,,,,,,TDB,,,,,,,,,,,,,,2.8,,,,,,,,,,12.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.9951166666666,-39.52616666666667"
J1527-5552,15:27:40.734,-55:52:08.352,57600,0.9535447,-1.02459E-14,57600,370.06,0.84,5.381,5.288,,,"mol2,pks70,pksmb,htr",1.0487186,1.126855E-14,,34,17,,,10,39,,,,,,,,,B1523-55,,,,,0.00043,,,,,,TDB,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"231.91972499999997,-55.868986666666665"
J1528-3146,15:28:34.9542,-31:46:06.836,,,,52500,18.163,0.4,0.774,0.806,,,"pkssw,gbncc",0.06082223,2.49E-19,,-32,,,,0.4,1.29,,,,,,,,,,,,,,,,,,,,,CO[jbo+07],DD,,,,,11.452324,,,,3.1803458,,,,,,,52502.402,,0.000213,296.83636,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.14564249999998,-31.768565555555554"
J1528-4109,15:28:08.033,-41:09:28.8,,,,51500,89.5,0.6,5.453,2.634,,,"pkssw,htru_pks",0.52655613,3.955E-16,,25,,,,8.7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.03347083333333,-41.158"
J1528-5547,15:28:39.18,-55:47:23,,,,55839,269,0.07,4.471,4.191,,,htru_pks,3.4673016,7.75E-15,,,,,,52.9,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.16324999999998,-55.78972222222222"
J1528-5838,15:28:24.3,-58:38:01,55806,2.8114636,-1.957E-13,55806,,,,,NRAD,GRS:4FGL_J1528.4-583,FermiBlind,0.35568663,2.4758588E-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.10124999999996,-58.63361111111111"
J1529-26,15:29,-26,,,,,44.6,,3.008,1.731,,,gbncc,0.799,,,,,,,21,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.24999999999997,-26.0"
J1529-3828,15:29:15.1066,-38:28:45.85,,117.837234,-3.75E-16,55847,73.655,0.27,4.301,2.226,,,"htru_pks,gbncc",0.008486282,2.7006368E-20,59083.57,-30,,,-2,1.23,1.1,,,,,,,,,,,,,,,,,,,,,He[nbb+14],DD,,,,,29.34054,,,,119.67481,,,,,,,55941.6,,0.0001686,282.2,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.31294416666663,-38.47940277777778"
J1529+40,15:29:12,+40:49,,,,,6.61,,0.499,0.684,,,"misc,lotaas",0.4764,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.29999999999995,40.81666666666667"
J1529-5355,15:29:57.6,-53:55:36,,,,51485,292,0.37,6.24,4.913,,,"pksmb,htru_pks",0.89126456,8.1E-16,,-374.9,,,,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.48999999999995,-53.92666666666666"
J1529-5611,15:29:35.8,-56:11:29,,,,51311,149,0.14,3.321,2.732,,,"pksmb,htru_pks",0.82224876,4.1E-15,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.39916666666664,-56.19138888888889"
J1530-21,15:30,-21,,,,,38.05,,2.696,1.633,,,gbncc,0.505,,,,,,,12,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.49999999999997,-21.0"
J1530-5327,15:30:26.892,-53:27:56.02,55431,3.5847638,-6.01385E-14,55431,49.6,0.92,1.123,1.233,,,"pksmb,htru_pks",0.2789584,4.679845E-15,55000,-19,,,-0.9,8.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.61204999999995,-53.465561111111114"
J1530-6343,15:30:47.608,-63:43:13.6,,,,56093,206,0.37,11.447,5.017,,,htru_pks,0.91031957,8.25E-16,,195,,,,8,30,,,,,,,,,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.69836666666666,-63.720444444444446"
J1531-4012,15:31:08.05,-40:12:30.9,,,,51500,106.65,0.4,9.528,3.391,,,pkssw,0.3568493,9.63E-17,,,,,,7.7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.78354166666665,-40.20858333333334"
J1531-5610,15:31:27.901,-56:10:55.33,55304,11.875629,-1.94536E-12,55304,110.41,0.87,2.841,2.082,"HE[kbm+03,aab+22]",GRS:4FGL_J1531.5-561,"pksmb,htru_pks,Fermi",0.08420606,1.3793889E-14,55000,-50,,,-0.4,1.7,8.3,1.37E-23,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.86625416666664,-56.18203611111111"
J1532+2745,15:32:10.3646,+27:45:49.623,56000,0.8890187,-6.1613E-16,49666,14.691,0.8,1.321,0.827,,,"gb1,ar4,gb4,lotaas",1.1248357,7.795618E-16,56703,3.37,13,57,-2,25.7,35.7,,,1,,,,,,B1530+27,1.5,18.93,69,6,0.000000063,,,,,0.59,,,,,,,,,,,,,,,,,3,,,,,,,,,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.0431858333333,27.763784166666667"
J1532-5308,15:32:35.5,-53:08:06,,,,51587,181,0.25,3.825,3.689,,,"pksmb,htru_pks",0.44382462,6.5E-17,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.14791666666662,-53.135"
J1532-56,15:32:18,-56:32,,,,56657,282,0.1,4.44,4.294,,,htru_pks,0.5229771,,,,,,,27,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.075,-56.53333333333333"
J1534-4428,15:34:52.00,-44:28:09.4,,,,55337,137.3,0.7,9.64,3.923,,,htru_pks,1.221426,1.8E-16,,24,,,,11.9,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.71666666666664,-44.469277777777776"
J1534-46,15:34:08,-46:14,,,,54831,64.4,,2.035,1.736,RRAT,,pkssw,0.364835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.5333333333333,-46.233333333333334"
J1534-5334,15:34:08.278,-53:34:19.66,57600,0.73052305,-7.625E-16,57600,24.82,6.8,0.81,1.142,,,"mol1,mol2,pks1,pks70",1.3688822,1.4288019E-15,,25,70,420,,15,48,,,,,,,,,B1530-53,-27,-12,,,,,,,,,TCB,,,,,,,,,,,,,,21,,,,,,,,,,,,705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.53449166666664,-53.57212777777778"
J1534-5405,15:34:33.59,-54:05:39.7,,,,48360.6,190.82,1.4,3.748,3.366,,,"pks1,pksmb,htru_pks",0.2896889,1.5429E-15,,-86.8,,,-2.3,4.5,20,,,,,,,,,B1530-539,,,,6.6,,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.6399583333333,-54.09436111111111"
J1535-4114,15:35:17.07,-41:14:03.1,,,,51500,66.28,2.9,2.77,1.955,,,"pkssw,htru_pks",0.43286613,4.0705E-15,,17.7,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.82112499999997,-41.23419444444445"
J1535-4415,15:35:55.92,-44:15:08.4,,,,53000,110.7,,5.818,3.111,,,"pkssw,htru_pks",0.4684016,4.05E-17,,,,,,82,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.98299999999998,-44.25233333333333"
J1535-5450,15:35:58.26,-54:50:26,,,,51448,219.8,0.17,3.946,3.646,,,"pksmb,htru_pks",0.56673414,1.4338E-14,,,,,,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.99275,-54.84055555555556"
J1535-5848,15:35:16.76,-58:48:27.7,,,,51760,107,0.35,2.971,2.062,,,"pksmb,htru_pks",0.30717766,2.716E-15,,122.7,,,,5.4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.8198333333333,-58.807694444444444"
J1536+17,15:36:15,+17:49,,,,,28,,25,32.17,,,misc,0.9333,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.06249999999997,17.816666666666666"
J1536-30,15:36,-30,,,,,63.6,,5.285,2.288,,,gbncc,1.901,,,,,,,14,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"233.99999999999997,-30.0"
J1536-3602,15:36:17.382,-36:02:58.8,,,,53000,86.8,1.9,7.62,2.74,,,"pkssw,gbncc",1.319759,7.9E-16,,-24,,,,83,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.07242499999998,-36.04966666666667"
J1536-4948,15:36:23.22091,-49:48:54.6880,,324.6844,-2.2338E-15,56530.6,38.00125,0.087,0.978,1.829,HE[brj+21],GRS:4FGL_J1536.4-494,FermiAssoc,0.003079914,2.1189537E-20,,,,,-3.2,,,,,,,,,,,,-7.3,-2.7,,,,,,,,,,He[brj+21],DDH,56580.195,,,,30.31454,,,,62.0515,,,,,,,,,,,,,,,,,,,,-0.00038,,,,,,,,,,,,,0.000009,,,,0.000086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.09675379166663,-49.815191111111105"
J1536-5433,15:36:04.82,-54:33:15,,1.1345092,-2.46E-15,51138,147.5,1.8,3.306,2.709,,,"pksmb,htru_pks",0.88143843,1.911257E-15,,-138,,,,33.5,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.0200833333333,-54.55416666666667"
J1536-5907,15:36:17.72,-59:07:03.6,,,,54211.6,316,0.22,8.135,6.044,,,"pksmb,htru_pks",0.55784065,1.366E-15,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.07383333333328,-59.117666666666665"
J1537+1155,15:37:09.961730,+11:55:55.43387,,26.382133,-1.686097E-15,52077,11.61944,0.46,0.877,0.947,,XRS:[kpg06b],"ar4,gb4,lotaas",0.03790444,2.4224942E-18,,10.6,36,15.7,-1.1,0.31,1.5,1.7E-29,-1.6E-36,,,,,,,B1534+12,1.482,-25.285,,,,,,,,1.063,,NS[sttw02],DD,,,,,3.7294636,,,,0.4207373,,,,,,,52076.83,-1.366E-13,0.27367753,283.306,1.755795,1.35,,110,,,,,,-0.000653,,,,,,,0.9772,,,,,,,,,0.0020708,0.00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.29150720833331,11.93206496388889"
J1537-4912,15:37:28.2,-49:12:03,,,,53000,69.7,0.31,2.055,2.452,,,"pkssw,pksmb",0.30131078,1.932E-15,,0,,,,6.5,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.36749999999998,-49.200833333333335"
J1537-5153,15:37:15.73,-51:53:06,,,,51423,93,0.07,2.744,2.821,,,"pksmb,htru_pks",1.5281241,4.172E-15,,,,,,34,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.31554166666663,-51.885"
J1537-5312,15:37:37.69466,-53:12:25.057,,,,57575,117.687,0.458,3.056,2.899,,,htru_pks,0.0069270954,1.586E-20,59083.62,-37.4,,,-2.3,1.84,2.35,,,,,,,,DE421,,,,,,,,,,,,TCB,He[ccb+20],ELL1,57295.062,,,,1.982433,,,,3.5501485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.40706108333333,-53.20696027777778"
J1537-5645,15:37:51.0,-56:45:4,,2.3230739,-1.5E-14,51306,707,1,8.465,10.295,,,"pksmb,htru_pks",0.43046415,2.7794905E-15,,-4,,,-1.04,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.46249999999998,-56.75111111111111"
J1538+2345,15:38:06.07,+23:45:04.0,,0.28990677,-5.79E-16,56745,14.909,,1.312,1.195,RRAT,,gbt350,3.4493847,6.88909E-15,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.52529166666662,23.75111111111111"
J1538-5438,15:38:48.95,-54:38:17,,3.613681,-1.86E-14,51138,136.9,0.24,3.179,2.525,,,"pksmb,htru_pks",0.27672613,1.4243387E-15,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.7039583333333,-54.63805555555555"
J1538-5519,15:38:40.83,-55:19:46,,,,54221.1,611,0.42,5.94,7.464,,,"pksmb,htru_pks",0.39573064,4.1E-17,,,,,,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.67012499999996,-55.32944444444445"
J1538-5551,15:38:45.016,-55:51:36.95,55421,9.553297,-2.92693E-13,55421,602.67,0.33,5.977,7.493,,,"pksmb,htru_pks",0.104675904,3.2070503E-15,58650,,,,,8.1,,,,,,,,,,,,,,,0.022,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.6875666666666,-55.86026388888889"
J1538-5621,15:38:43.29,-56:21:55.5,,,,55912,150,0.14,3.313,2.74,,,htru_pks,1.9084945,7.3118E-15,,,,,,34.1,60.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.68037499999997,-56.36541666666667"
J1538-5638,15:38:05.7,-56:38:12,,,,51490,546,0.28,7.043,7.523,,,"pksmb,htru_pks",0.8439804,7.12E-15,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.52374999999995,-56.63666666666666"
J1538-5732,15:38:18.18,-57:32:29.3,,2.9307222,-3.9079E-14,51803,152.7,0.35,3.428,2.83,,,"pksmb,htru_pks",0.3412128,4.549819E-15,,36.6,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.57574999999997,-57.54147222222222"
J1538-5750,15:38:08.41,-57:50:17.1,,,,51484,91,0.06,2.519,1.798,,,pksmb,0.5065683,4.2E-17,,,,,,5.4,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"234.53504166666664,-57.83808333333334"
